Date,Ping,Download-Speed,Upload-Speed
Fri Feb 17 00:45:01  2017,x,x,x
Fri Feb 17 01:00:01  2017,x,x,x
Fri Feb 17 01:15:01  2017,x,x,x
Fri Feb 17 01:30:01  2017,x,x,x
Fri Feb 17 01:45:01  2017,x,x,x
Fri Feb 17 02:00:01  2017,x,x,x
Fri Feb 17 02:15:01  2017,31.065 ,1.83 ,8.78 
Fri Feb 17 02:30:01  2017,31.62 ,0.82 ,0.00
Fri Feb 17 02:45:01  2017,x,x,x
Fri Feb 17 03:00:01  2017,34.389 ,0.00 ,0.00 
Fri Feb 17 03:15:01  2017,35.633 ,3.12 ,0.00
Fri Feb 17 03:30:01  2017,x,x,x
Fri Feb 17 03:45:01  2017,x,x,x
Fri Feb 17 04:00:01  2017,x,x,x
Fri Feb 17 04:15:01  2017,x,x,x
Fri Feb 17 04:30:01  2017,32.583 ,0.38 ,0.00 
Fri Feb 17 04:45:01  2017,x,x,x
Fri Feb 17 05:00:01  2017,x,x,x
Fri Feb 17 05:15:01  2017,37.227 ,0.00 ,0.00 
Fri Feb 17 05:30:01  2017,x,x,x
Fri Feb 17 05:45:01  2017,x,x,x
Fri Feb 17 06:00:01  2017,x,x,x
Fri Feb 17 06:15:01  2017,37.268 ,1.02 ,0.00 
Fri Feb 17 06:30:01  2017,x,x,x
Fri Feb 17 06:45:01  2017,600026.477 ,0.00 ,0.00 
Fri Feb 17 07:00:01  2017,33.108 ,0.66 ,0.00 
Fri Feb 17 07:15:01  2017,x,x,x
Fri Feb 17 07:30:01  2017,x,x,x
Fri Feb 17 07:45:01  2017,x,x,x
Fri Feb 17 08:00:02  2017,x,x,x
Fri Feb 17 08:15:01  2017,x,x,x
Fri Feb 17 08:30:01  2017,x,x,x
Fri Feb 17 08:45:01  2017,x,x,x
Fri Feb 17 09:00:01  2017,x,x,x
Fri Feb 17 09:15:01  2017,x,x,x
Fri Feb 17 09:30:01  2017,x,x,x
Fri Feb 17 09:45:01  2017,x,x,x
Fri Feb 17 10:00:01  2017,x,x,x
Fri Feb 17 10:15:01  2017,x,x,x
Fri Feb 17 10:30:01  2017,x,x,x
Fri Feb 17 10:45:01  2017,x,x,x
Fri Feb 17 11:00:01  2017,x,x,x
Fri Feb 17 11:15:01  2017,x,x,x
Fri Feb 17 11:30:01  2017,x,x,x
Fri Feb 17 11:45:01  2017,x,x,x
Fri Feb 17 12:00:01  2017,x,x,x
Fri Feb 17 12:15:01  2017,x,x,x
Fri Feb 17 12:30:01  2017,x,x,x
Fri Feb 17 12:45:01  2017,x,x,x
Fri Feb 17 13:00:01  2017,x,x,x
Fri Feb 17 13:15:01  2017,x,x,x
Fri Feb 17 13:30:01  2017,x,x,x
Fri Feb 17 13:45:01  2017,x,x,x
Fri Feb 17 14:00:01  2017,x,x,x
Fri Feb 17 14:15:01  2017,x,x,x
Fri Feb 17 14:30:01  2017,x,x,x
Fri Feb 17 14:45:01  2017,x,x,x
Fri Feb 17 15:00:01  2017,x,x,x
Fri Feb 17 15:15:01  2017,x,x,x
Fri Feb 17 15:30:01  2017,x,x,x
Fri Feb 17 15:45:01  2017,x,x,x
Fri Feb 17 16:00:01  2017,x,x,x
Fri Feb 17 16:15:01  2017,x,x,x
Fri Feb 17 16:30:01  2017,x,x,x
Fri Feb 17 16:45:01  2017,x,x,x
Fri Feb 17 17:00:01  2017,x,x,x
Fri Feb 17 17:15:01  2017,x,x,x
Fri Feb 17 17:30:01  2017,x,x,x
Fri Feb 17 17:45:01  2017,x,x,x
Fri Feb 17 18:00:01  2017,x,x,x
Fri Feb 17 18:15:01  2017,x,x,x
Fri Feb 17 18:30:01  2017,x,x,x
Fri Feb 17 18:45:01  2017,x,x,x
Fri Feb 17 19:00:01  2017,x,x,x
Fri Feb 17 19:15:01  2017,x,x,x
Fri Feb 17 19:30:01  2017,x,x,x
Fri Feb 17 19:45:01  2017,x,x,x
Fri Feb 17 20:00:02  2017,x,x,x
Fri Feb 17 20:15:01  2017,x,x,x
Fri Feb 17 20:30:01  2017,x,x,x
Fri Feb 17 20:45:01  2017,x,x,x
Fri Feb 17 21:00:01  2017,x,x,x
Fri Feb 17 21:15:01  2017,x,x,x
Fri Feb 17 21:30:01  2017,x,x,x
Fri Feb 17 21:45:01  2017,x,x,x
Fri Feb 17 22:00:01  2017,x,x,x
Fri Feb 17 22:15:01  2017,x,x,x
Fri Feb 17 22:30:01  2017,x,x,x
Fri Feb 17 22:45:01  2017,x,x,x
Fri Feb 17 23:00:01  2017,x,x,x
Fri Feb 17 23:15:01  2017,x,x,x
Fri Feb 17 23:30:01  2017,x,x,x
Fri Feb 17 23:45:01  2017,x,x,x
Sat Feb 18 00:00:01  2017,x,x,x
Sat Feb 18 00:15:01  2017,x,x,x
Sat Feb 18 00:30:01  2017,x,x,x
Sat Feb 18 00:45:01  2017,x,x,x
Sat Feb 18 01:00:01  2017,x,x,x
Sat Feb 18 01:15:01  2017,x,x,x
Sat Feb 18 01:30:01  2017,x,x,x
Sat Feb 18 01:45:01  2017,x,x,x
Sat Feb 18 02:00:01  2017,x,x,x
Sat Feb 18 02:15:01  2017,x,x,x
Sat Feb 18 02:30:01  2017,x,x,x
Sat Feb 18 02:45:01  2017,40.566 ,0.75 0.00 
Sat Feb 18 03:00:01  2017,33.499 ,0.00 ,0.00 
Sat Feb 18 03:15:02  2017,32.631 ,0.32 ,0.00 
Sat Feb 18 03:30:01  2017,x,x,x
Sat Feb 18 03:45:01  2017,33.933 ,2.00 ,0.00 
Sat Feb 18 04:00:01  2017,33.031 ,1.96 ,0.00 
Sat Feb 18 04:15:01  2017,31.616 ,3.20 ,0.00 
Sat Feb 18 04:30:01  2017,x,x,x
Sat Feb 18 04:45:01  2017,31.69 ,1.12 ,0.00 
Sat Feb 18 05:00:01  2017,35.518 ,2.78 ,0.00 
Sat Feb 18 05:15:01  2017,x,x,x
Sat Feb 18 05:30:01  2017,31.12 ,1.93 ,0.00 
Sat Feb 18 05:45:01  2017,34.846 ,0.00 ,0.00 
Sat Feb 18 06:00:01  2017,34.056 ,4.50 ,0.00 
Sat Feb 18 06:15:01  2017,x,x,x
Sat Feb 18 06:30:01  2017,x,x,x
Sat Feb 18 06:45:01  2017,33.18 ,0.00 ,0.00 
Sat Feb 18 07:00:01  2017,x,x,x
Sat Feb 18 07:15:01  2017,31.29 ,7.75 ,9.28 
Sat Feb 18 07:30:01  2017,x,x,x
Sat Feb 18 07:45:01  2017,x,x,x
Sat Feb 18 08:00:01  2017,x,x,x
Sat Feb 18 08:15:02  2017,x,x,x
Sat Feb 18 08:30:01  2017,x,x,x
Sat Feb 18 08:45:01  2017,x,x,x
Sat Feb 18 09:00:01  2017,x,x,x
Sat Feb 18 09:15:01  2017,x,x,x
Sat Feb 18 09:30:01  2017,x,x,x
Sat Feb 18 09:45:01  2017,x,x,x
Sat Feb 18 10:00:01  2017,x,x,x
Sat Feb 18 10:15:01  2017,x,x,x
Sat Feb 18 10:30:01  2017,x,x,x
Sat Feb 18 10:45:01  2017,x,x,x
Sat Feb 18 11:00:02  2017,x,x,x
Sat Feb 18 11:15:01  2017,x,x,x
Sat Feb 18 11:30:01  2017,x,x,x
Sat Feb 18 11:45:01  2017,x,x,x
Sat Feb 18 12:00:01  2017,x,x,x
Sat Feb 18 12:15:01  2017,x,x,x
Sat Feb 18 12:30:01  2017,x,x,x
Sat Feb 18 12:45:01  2017,x,x,x
Sat Feb 18 13:00:01  2017,x,x,x
Sat Feb 18 13:15:01  2017,x,x,x
Sat Feb 18 13:30:01  2017,x,x,x
Sat Feb 18 13:45:01  2017,x,x,x
Sat Feb 18 14:00:01  2017,x,x,x
Sat Feb 18 14:15:01  2017,x,x,x
Sat Feb 18 14:30:01  2017,x,x,x
Sat Feb 18 14:45:01  2017,x,x,x
Sat Feb 18 15:00:01  2017,x,x,x
Sat Feb 18 15:15:01  2017,x,x,x
Sat Feb 18 15:30:01  2017,x,x,x
Sat Feb 18 15:45:02  2017,x,x,x
Sat Feb 18 16:00:01  2017,x,x,x
Sat Feb 18 16:15:01  2017,x,x,x
Sat Feb 18 16:30:01  2017,x,x,x
Sat Feb 18 16:45:01  2017,x,x,x
Sat Feb 18 17:00:01  2017,x,x,x
Sat Feb 18 17:15:01  2017,x,x,x
Sat Feb 18 17:30:01  2017,x,x,x
Sat Feb 18 17:45:01  2017,x,x,x
Sat Feb 18 18:00:01  2017,x,x,x
Sat Feb 18 18:15:01  2017,x,x,x
Sat Feb 18 18:30:01  2017,x,x,x
Sat Feb 18 18:45:01  2017,x,x,x
Sat Feb 18 19:00:01  2017,x,x,x
Sat Feb 18 19:15:01  2017,x,x,x
Sat Feb 18 19:30:01  2017,x,x,x
Sat Feb 18 19:45:01  2017,x,x,x
Sat Feb 18 20:00:01  2017,x,x,x
Sat Feb 18 20:15:01  2017,x,x,x
Sat Feb 18 20:30:01  2017,x,x,x
Sat Feb 18 20:45:01  2017,x,x,x
Sat Feb 18 21:00:01  2017,x,x,x
Sat Feb 18 21:15:01  2017,x,x,x
Sat Feb 18 21:30:01  2017,x,x,x
Sat Feb 18 21:45:01  2017,x,x,x
Sat Feb 18 22:00:01  2017,x,x,x
Sat Feb 18 22:15:01  2017,x,x,x
Sat Feb 18 22:30:01  2017,x,x,x
Sat Feb 18 22:45:01  2017,x,x,x
Sat Feb 18 23:00:01  2017,x,x,x
Sat Feb 18 23:15:01  2017,x,x,x
Sat Feb 18 23:30:01  2017,x,x,x
Sat Feb 18 23:45:01  2017,x,x,x
Sun Feb 19 00:00:01  2017,x,x,x
Sun Feb 19 00:15:01  2017,x,x,x
Sun Feb 19 00:30:01  2017,x,x,x
Sun Feb 19 00:45:01  2017,x,x,x
Sun Feb 19 01:00:01  2017,x,x,x
Sun Feb 19 01:15:01  2017,x,x,x
Sun Feb 19 01:30:01  2017,x,x,x
Sun Feb 19 01:45:01  2017,x,x,x
Sun Feb 19 02:00:02  2017,x,x,x
Sun Feb 19 02:15:01  2017,x,x,x
Sun Feb 19 02:30:01  2017,60.269 ,0.00 ,0.00 
Sun Feb 19 02:45:01  2017,62.648 ,0.00 ,0.00 
Sun Feb 19 03:00:01  2017,31.765 ,0.06 ,0.00 
Sun Feb 19 03:15:01  2017,x,x,x
Sun Feb 19 03:30:01  2017,33.305 ,6.97 ,5.29 
Sun Feb 19 03:45:02  2017,x,x,x
Sun Feb 19 04:00:01  2017,x,x,x
Sun Feb 19 04:15:01  2017,600024.221 ,0.00 ,0.00 
Sun Feb 19 04:30:01  2017,32.07 ,2.21 ,0.00 
Sun Feb 19 04:45:01  2017,x,x,x
Sun Feb 19 05:00:01  2017,32.492 ,2.84 ,0.00 
Sun Feb 19 05:15:01  2017,x,x,x
Sun Feb 19 05:30:01  2017,36.858 ,0.25 ,0.00 
Sun Feb 19 05:45:01  2017,32.611 ,9.34 ,8.47 
Sun Feb 19 06:00:01  2017,237.311 ,0.00 ,0.00 
Sun Feb 19 06:15:01  2017,30.283 ,1.96 ,0.00 
Sun Feb 19 06:30:01  2017,x,x,x
Sun Feb 19 06:45:01  2017,x,x,x
Sun Feb 19 07:00:01  2017,38.217 , 2.75 ,0.00 
Sun Feb 19 07:15:01  2017,x,x,x
Sun Feb 19 07:30:01  2017,x,x,x
Sun Feb 19 07:45:01  2017,x,x,x
Sun Feb 19 08:00:01  2017,x,x,x
Sun Feb 19 08:15:01  2017,x,x,x
Sun Feb 19 08:30:01  2017,x,x,x
Sun Feb 19 08:45:02  2017,x,x,x
Sun Feb 19 09:00:01  2017,x,x,x
Sun Feb 19 09:15:01  2017,x,x,x
Sun Feb 19 09:30:01  2017,x,x,x
Sun Feb 19 09:45:01  2017,x,x,x
Sun Feb 19 10:00:02  2017,x,x,x
Sun Feb 19 10:15:01  2017,x,x,x
Sun Feb 19 10:30:01  2017,x,x,x
Sun Feb 19 10:45:01  2017,x,x,x
Sun Feb 19 11:00:01  2017,x,x,x
Sun Feb 19 11:15:01  2017,x,x,x
Sun Feb 19 11:30:01  2017,x,x,x
Sun Feb 19 11:45:01  2017,x,x,x
Sun Feb 19 12:00:01  2017,x,x,x
Sun Feb 19 12:15:01  2017,x,x,x
Sun Feb 19 12:30:02  2017,x,x,x
Sun Feb 19 12:45:01  2017,x,x,x
Sun Feb 19 13:00:01  2017,x,x,x
Sun Feb 19 13:15:01  2017,x,x,x
Sun Feb 19 13:30:01  2017,x,x,x
Sun Feb 19 13:45:01  2017,x,x,x
Sun Feb 19 14:00:02  2017,x,x,x
Sun Feb 19 14:15:01  2017,x,x,x
Sun Feb 19 14:30:01  2017,x,x,x
Sun Feb 19 14:45:01  2017,x,x,x
Sun Feb 19 15:00:01  2017,x,x,x
Sun Feb 19 15:15:01  2017,x,x,x
Sun Feb 19 15:30:02  2017,x,x,x
Sun Feb 19 15:45:01  2017,x,x,x
Sun Feb 19 16:00:01  2017,x,x,x
Sun Feb 19 16:15:02  2017,x,x,x
Sun Feb 19 16:30:02  2017,x,x,x
Sun Feb 19 16:45:01  2017,x,x,x
Sun Feb 19 17:00:14  2017,x,x,x
Sun Feb 19 17:15:13  2017,x,x,x
Sun Feb 19 17:30:27  2017,x,x,x
Sun Feb 19 17:45:14  2017,x,x,x
Sun Feb 19 18:00:24  2017,x,x,x
Sun Feb 19 18:15:46  2017,x,x,x
Sun Feb 19 18:31:02  2017,x,x,x
Sun Feb 19 18:45:12  2017,x,x,x
Sun Feb 19 19:00:42  2017,x,x,x
Sun Feb 19 19:15:45  2017,x,x,x
Sun Feb 19 19:30:30  2017,x,x,x
Sun Feb 19 19:45:52  2017,x,x,x
Sun Feb 19 20:00:38  2017,x,x,x
Sun Feb 19 20:15:37  2017,x,x,x
Sun Feb 19 20:30:45  2017,x,x,x
Sun Feb 19 20:45:16  2017,x,x,x
Sun Feb 19 21:00:07  2017,x,x,x
Sun Feb 19 21:15:31  2017,x,x,x
Sun Feb 19 21:30:39  2017,x,x,x
Sun Feb 19 21:45:44  2017,x,x,x
Sun Feb 19 22:00:54  2017,x,x,x
Sun Feb 19 22:16:12  2017,x,x,x
Sun Feb 19 22:31:41  2017,x,x,x
Sun Feb 19 22:45:26  2017,x,x,x
Sun Feb 19 23:00:32  2017,x,x,x
Sun Feb 19 23:15:21  2017,x,x,x
Sun Feb 19 23:31:56  2017,x,x,x
Sun Feb 19 23:45:52  2017,x,x,x
Mon Feb 20 00:00:39  2017,x,x,x
Mon Feb 20 00:15:14  2017,x,x,x
Mon Feb 20 00:30:26  2017,x,x,x
Mon Feb 20 00:45:55  2017,x,x,x
Mon Feb 20 01:00:30  2017,x,x,x
Mon Feb 20 01:15:51  2017,x,x,x
Mon Feb 20 01:31:04  2017,x,x,x
Mon Feb 20 01:45:48  2017,x,x,x
Mon Feb 20 02:00:54  2017,x,x,x
Mon Feb 20 02:15:24  2017,x,x,x
Mon Feb 20 02:30:21  2017,x,x,x
Mon Feb 20 02:45:12  2017,x,x,x
Mon Feb 20 03:00:32  2017,x,x,x
Mon Feb 20 03:15:22  2017,x,x,x
Mon Feb 20 03:31:02  2017,x,x,x
Mon Feb 20 03:45:50  2017,x,x,x
Mon Feb 20 04:00:52  2017,x,x,x
Mon Feb 20 04:16:50  2017,x,x,x
Mon Feb 20 04:30:33  2017,x,x,x
Mon Feb 20 04:45:47  2017,x,x,x
Mon Feb 20 05:00:09  2017,x,x,x
Mon Feb 20 05:15:59  2017,x,x,x
Mon Feb 20 05:30:16  2017,x,x,x
Mon Feb 20 05:45:13  2017,x,x,x
Mon Feb 20 06:00:21  2017,x,x,x
Mon Feb 20 06:15:13  2017,x,x,x
Mon Feb 20 06:30:19  2017,x,x,x
Mon Feb 20 06:45:30  2017,x,x,x
Mon Feb 20 07:00:38  2017,x,x,x
Mon Feb 20 07:15:08  2017,x,x,x
Mon Feb 20 07:30:44  2017,x,x,x
Mon Feb 20 07:45:29  2017,x,x,x
Mon Feb 20 08:01:05  2017,x,x,x
Mon Feb 20 08:15:55  2017,x,x,x
Mon Feb 20 08:30:53  2017,x,x,x
Mon Feb 20 08:45:58  2017,x,x,x
Mon Feb 20 09:00:14  2017,x,x,x
Mon Feb 20 09:15:17  2017,x,x,x
Mon Feb 20 09:30:48  2017,x,x,x
Mon Feb 20 09:45:35  2017,x,x,x
Mon Feb 20 10:00:24  2017,x,x,x
Mon Feb 20 10:15:21  2017,x,x,x
Mon Feb 20 10:31:20  2017,x,x,x
Mon Feb 20 10:45:24  2017,x,x,x
Mon Feb 20 11:00:33  2017,x,x,x
Mon Feb 20 11:15:22  2017,x,x,x
Mon Feb 20 11:30:26  2017,x,x,x
Mon Feb 20 11:45:33  2017,x,x,x
Mon Feb 20 12:00:19  2017,x,x,x
Mon Feb 20 12:15:25  2017,x,x,x
Mon Feb 20 12:30:31  2017,x,x,x
Mon Feb 20 12:46:13  2017,x,x,x
Mon Feb 20 13:00:53  2017,x,x,x
Mon Feb 20 13:15:56  2017,x,x,x
Mon Feb 20 13:30:53  2017,x,x,x
Mon Feb 20 13:46:04  2017,x,x,x
Mon Feb 20 14:01:11  2017,x,x,x
Mon Feb 20 14:15:29  2017,x,x,x
Mon Feb 20 14:31:19  2017,x,x,x
Mon Feb 20 14:45:14  2017,x,x,x
Mon Feb 20 15:00:13  2017,x,x,x
Mon Feb 20 15:16:00  2017,x,x,x
Mon Feb 20 15:30:29  2017,x,x,x
Mon Feb 20 15:45:25  2017,x,x,x
Mon Feb 20 16:00:57  2017,x,x,x
Mon Feb 20 16:15:12  2017,x,x,x
Mon Feb 20 16:30:51  2017,x,x,x
Mon Feb 20 16:46:12  2017,x,x,x
Mon Feb 20 17:00:47  2017,x,x,x
Mon Feb 20 17:15:27  2017,x,x,x
Mon Feb 20 17:30:41  2017,x,x,x
Mon Feb 20 17:45:27  2017,x,x,x
Mon Feb 20 18:00:30  2017,x,x,x
Mon Feb 20 18:15:45  2017,x,x,x
Mon Feb 20 18:31:42  2017,x,x,x
Mon Feb 20 18:45:41  2017,x,x,x
Mon Feb 20 19:00:41  2017,x,x,x
Mon Feb 20 19:15:15  2017,x,x,x
Mon Feb 20 19:30:30  2017,x,x,x
Mon Feb 20 19:45:24  2017,x,x,x
Mon Feb 20 20:01:05  2017,x,x,x
Mon Feb 20 20:15:20  2017,x,x,x
Mon Feb 20 20:30:29  2017,x,x,x
Mon Feb 20 20:45:12  2017,x,x,x
Mon Feb 20 21:00:40  2017,x,x,x
Mon Feb 20 21:15:31  2017,x,x,x
Mon Feb 20 21:30:49  2017,x,x,x
Mon Feb 20 21:45:37  2017,x,x,x
Mon Feb 20 22:00:07  2017,x,x,x
Mon Feb 20 22:15:21  2017,x,x,x
Mon Feb 20 22:30:50  2017,x,x,x
Mon Feb 20 22:45:18  2017,x,x,x
Mon Feb 20 23:00:23  2017,x,x,x
Mon Feb 20 23:15:52  2017,x,x,x
Mon Feb 20 23:30:19  2017,x,x,x
Mon Feb 20 23:46:05  2017,x,x,x
Tue Feb 21 00:00:12  2017,x,x,x
Tue Feb 21 00:15:04  2017,x,x,x
Tue Feb 21 00:30:19  2017,x,x,x
Tue Feb 21 00:45:12  2017,x,x,x
Tue Feb 21 01:00:48  2017,x,x,x
Tue Feb 21 01:16:30  2017,x,x,x
Tue Feb 21 01:30:25  2017,x,x,x
Tue Feb 21 01:45:34  2017,x,x,x
Tue Feb 21 02:00:30  2017,x,x,x
Tue Feb 21 02:15:08  2017,x,x,x
Tue Feb 21 02:30:16  2017,x,x,x
Tue Feb 21 02:45:05  2017,x,x,x
Tue Feb 21 03:00:21  2017,x,x,x
Tue Feb 21 03:15:16  2017,x,x,x
Tue Feb 21 03:30:57  2017,x,x,x
Tue Feb 21 03:45:15  2017,x,x,x
Tue Feb 21 04:00:27  2017,x,x,x
Tue Feb 21 04:15:31  2017,x,x,x
Tue Feb 21 04:30:24  2017,x,x,x
Tue Feb 21 04:46:39  2017,x,x,x
Tue Feb 21 05:00:47  2017,x,x,x
Tue Feb 21 05:15:13  2017,x,x,x
Tue Feb 21 05:30:25  2017,x,x,x
Tue Feb 21 05:45:13  2017,x,x,x
Tue Feb 21 06:00:13  2017,x,x,x
Tue Feb 21 06:15:38  2017,x,x,x
Tue Feb 21 06:30:50  2017,x,x,x
Tue Feb 21 06:45:17  2017,x,x,x
Tue Feb 21 07:00:15  2017,x,x,x
Tue Feb 21 07:15:46  2017,x,x,x
Tue Feb 21 07:30:37  2017,x,x,x
Tue Feb 21 07:45:18  2017,x,x,x
Tue Feb 21 08:00:12  2017,x,x,x
Tue Feb 21 08:16:57  2017,x,x,x
Tue Feb 21 08:30:59  2017,x,x,x
Tue Feb 21 08:45:33  2017,x,x,x
Tue Feb 21 09:00:40  2017,x,x,x
Tue Feb 21 09:15:12  2017,x,x,x
Tue Feb 21 09:30:36  2017,x,x,x
Tue Feb 21 09:45:45  2017,x,x,x
Tue Feb 21 10:00:29  2017,x,x,x
Tue Feb 21 10:15:37  2017,x,x,x
Tue Feb 21 10:30:27  2017,x,x,x
Tue Feb 21 10:45:42  2017,x,x,x
Tue Feb 21 11:00:14  2017,x,x,x
Tue Feb 21 11:16:00  2017,x,x,x
Tue Feb 21 11:30:17  2017,x,x,x
Tue Feb 21 11:45:42  2017,x,x,x
Tue Feb 21 12:00:50  2017,x,x,x
Tue Feb 21 12:15:15  2017,x,x,x
Tue Feb 21 12:30:31  2017,x,x,x
Tue Feb 21 12:46:08  2017,x,x,x
Tue Feb 21 13:00:43  2017,x,x,x
Tue Feb 21 13:15:29  2017,x,x,x
Tue Feb 21 13:30:10  2017,x,x,x
Tue Feb 21 13:45:32  2017,x,x,x
Tue Feb 21 14:01:26  2017,x,x,x
Tue Feb 21 14:15:37  2017,x,x,x
Tue Feb 21 14:30:43  2017,x,x,x
Tue Feb 21 14:45:41  2017,x,x,x
Tue Feb 21 15:00:37  2017,x,x,x
Tue Feb 21 15:15:49  2017,x,x,x
Tue Feb 21 15:30:49  2017,x,x,x
Tue Feb 21 15:45:38  2017,x,x,x
Tue Feb 21 16:00:09  2017,x,x,x
Tue Feb 21 21:30:01  2017,x,x,x
Tue Feb 21 21:45:01  2017,x,x,x

